ICD9,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
71525,Loc 2nd osteoarth-pelvis,Osteoarthros,,Arthritis,Skeletal
71526,Loc 2nd osteoarthr-l/leg,Osteoarthros,,Arthritis,Skeletal
71527,Loc 2nd osteoarthr-ankle,Osteoarthros,,Arthritis,Skeletal
71528,Loc 2nd osteoarthros NEC,Osteoarthros,,Arthritis,Skeletal
71530,Loc osteoarth NOS-unspec,Osteoarthros,,Arthritis,Skeletal
71531,Loc osteoarth NOS-shlder,Osteoarthros,,Arthritis,Skeletal
71532,Loc osteoarth NOS-up/arm,Osteoarthros,,Arthritis,Skeletal
71533,Loc osteoart NOS-forearm,Osteoarthros,,Arthritis,Skeletal
71534,Loc osteoarth NOS-hand,Osteoarthros,,Arthritis,Skeletal
71535,Loc osteoarth NOS-pelvis,Osteoarthros,,Arthritis,Skeletal
71536,Loc osteoarth NOS-l/leg,Osteoarthros,,Arthritis,Skeletal
71537,Loc osteoarth NOS-ankle,Osteoarthros,,Arthritis,Skeletal
71538,Loc osteoar NOS-site NEC,Osteoarthros,,Arthritis,Skeletal
71580,Osteoarthrosis-mult site,Osteoarthros,,Arthritis,Skeletal
71589,Osteoarthrosis-mult site,Osteoarthros,,Arthritis,Skeletal
71590,Osteoarthros NOS-unspec,Osteoarthros,,Arthritis,Skeletal
71591,Osteoarthros NOS-shlder,Osteoarthros,,Arthritis,Skeletal
71592,Osteoarthros NOS-up/arm,Osteoarthros,,Arthritis,Skeletal
71593,Osteoarthros NOS-forearm,Osteoarthros,,Arthritis,Skeletal
71594,Osteoarthros NOS-hand,Osteoarthros,,Arthritis,Skeletal
71595,Osteoarthros NOS-pelvis,Osteoarthros,,Arthritis,Skeletal
71596,Osteoarthros NOS-l/leg,Osteoarthros,,Arthritis,Skeletal
71597,Osteoarthros NOS-ankle,Osteoarthros,,Arthritis,Skeletal
71598,Osteoarthro NOS-oth site,Osteoarthros,,Arthritis,Skeletal
71600,Kaschin-beck dis-unspec,Ot joint dx,,,Skeletal
71601,Kaschin-beck dis-shlder,Ot joint dx,,,Skeletal
71602,Kaschin-beck dis-up/arm,Ot joint dx,,,Skeletal
71603,Kaschin-beck dis-forearm,Ot joint dx,,,Skeletal
71604,Kaschin-beck dis-hand,Ot joint dx,,,Skeletal
71605,Kaschin-beck dis-pelvis,Ot joint dx,,,Skeletal
71606,Kaschin-beck dis-l/leg,Ot joint dx,,,Skeletal
71607,Kaschin-beck dis-ankle,Ot joint dx,,,Skeletal
71608,Kaschin-beck dis NEC,Ot joint dx,,,Skeletal
71609,Kaschin-beck dis-mult,Ot joint dx,,,Skeletal
71610,Traum arthropathy-unspec,Joint injury,,,Skeletal
71611,Traum arthropathy-shlder,Joint injury,,,Skeletal
71612,Traum arthropathy-up/arm,Joint injury,,,Skeletal
71613,Traum arthropath-forearm,Joint injury,,,Skeletal
71614,Traum arthropathy-hand,Joint injury,,,Skeletal
71615,Traum arthropathy-pelvis,Joint injury,,,Skeletal
71616,Traum arthropathy-l/leg,Joint injury,,,Skeletal
71617,Traum arthropathy-ankle,Joint injury,,,Skeletal
71618,Traum arthropathy NEC,Joint injury,,,Skeletal
71619,Traum arthropathy-mult,Joint injury,,,Skeletal
71620,Allerg arthritis-unspec,Ot joint dx,,,Skeletal
71621,Allerg arthritis-shlder,Ot joint dx,,,Skeletal
71622,Allerg arthritis-up/arm,Ot joint dx,,,Skeletal
71623,Allerg arthritis-forearm,Ot joint dx,,,Skeletal
71624,Allerg arthritis-hand,Ot joint dx,,,Skeletal
71625,Allerg arthritis-pelvis,Ot joint dx,,,Skeletal
71626,Allerg arthritis-l/leg,Ot joint dx,,,Skeletal
71627,Allerg arthritis-ankle,Ot joint dx,,,Skeletal
71628,Allerg arthritis NEC,Ot joint dx,,,Skeletal
71629,Allerg arthritis-mult,Ot joint dx,,,Skeletal
71630,Climact arthritis-unspec,Ot joint dx,,,Skeletal
71631,Climact arthritis-shlder,Ot joint dx,,,Skeletal
71632,Climact arthritis-up/arm,Ot joint dx,,,Skeletal
71633,Climact arthrit-forearm,Ot joint dx,,,Skeletal
71634,Climact arthritis-hand,Ot joint dx,,,Skeletal
71635,Climact arthritis-pelvis,Ot joint dx,,,Skeletal
71636,Climact arthritis-l/leg,Ot joint dx,,,Skeletal
71637,Climact arthritis-ankle,Ot joint dx,,,Skeletal
71638,Climact arthritis NEC,Ot joint dx,,,Skeletal
71639,Climact arthritis-mult,Ot joint dx,,,Skeletal
71640,Trans arthropathy-unspec,Ot joint dx,,,Skeletal
71641,Trans arthropathy-shlder,Ot joint dx,,,Skeletal
71642,Trans arthropathy-up/arm,Ot joint dx,,,Skeletal
71643,Trans arthropath-forearm,Ot joint dx,,,Skeletal
71644,Trans arthropathy-hand,Ot joint dx,,,Skeletal
71645,Trans arthropathy-pelvis,Ot joint dx,,,Skeletal
71646,Trans arthropathy-l/leg,Ot joint dx,,,Skeletal
71647,Trans arthropathy-ankle,Ot joint dx,,,Skeletal
71648,Trans arthropathy NEC,Ot joint dx,,,Skeletal
71649,Trans arthropathy-mult,Ot joint dx,,,Skeletal
71650,Polyarthritis NOS-unspec,Ot joint dx,,,Skeletal
71651,Polyarthritis NOS-shlder,Ot joint dx,,,Skeletal
71652,Polyarthritis NOS-up/arm,Ot joint dx,,,Skeletal
71653,Polyarthrit NOS-forearm,Ot joint dx,,,Skeletal
71654,Polyarthritis NOS-hand,Ot joint dx,,,Skeletal
71655,Polyarthritis NOS-pelvis,Ot joint dx,,,Skeletal
71656,Polyarthritis NOS-l/leg,Ot joint dx,,,Skeletal
71657,Polyarthritis NOS-ankle,Ot joint dx,,,Skeletal
71658,Polyarthrit NOS-oth site,Ot joint dx,,,Skeletal
71659,Polyarthritis NOS-mult,Ot joint dx,,,Skeletal
71660,Monoarthritis NOS-unspec,Ot joint dx,,,Skeletal
71661,Monoarthritis NOS-shlder,Ot joint dx,,,Skeletal
71662,Monoarthritis NOS-up/arm,Ot joint dx,,,Skeletal
71663,Monoarthrit NOS-forearm,Ot joint dx,,,Skeletal
71664,Monoarthritis NOS-hand,Ot joint dx,,,Skeletal
71665,Monoarthritis NOS-pelvis,Ot joint dx,,,Skeletal
71666,Monoarthritis NOS-l/leg,Ot joint dx,,,Skeletal
71667,Monoarthritis NOS-ankle,Ot joint dx,,,Skeletal
71668,Monoarthrit NOS-oth site,Ot joint dx,,,Skeletal
71680,Arthropathy NEC-unspec,Ot joint dx,,,Skeletal
71681,Arthropathy NEC-shlder,Ot joint dx,,,Skeletal
71682,Arthropathy NEC-up/arm,Ot joint dx,,,Skeletal
71683,Arthropathy NEC-forearm,Ot joint dx,,,Skeletal
71684,Arthropathy NEC-hand,Ot joint dx,,,Skeletal
71685,Arthropathy NEC-pelvis,Ot joint dx,,,Skeletal
71686,Arthropathy NEC-l/leg,Ot joint dx,,,Skeletal
71687,Arthropathy NEC-ankle,Ot joint dx,,,Skeletal
71688,Arthropathy NEC-oth site,Ot joint dx,,,Skeletal
71689,Arthropathy NEC-mult,Ot joint dx,,,Skeletal
71690,Arthropathy NOS-unspec,Ot joint dx,,,Skeletal
71691,Arthropathy NOS-shlder,Ot joint dx,,,Skeletal
71692,Arthropathy NOS-up/arm,Ot joint dx,,,Skeletal
71693,Arthropathy NOS-forearm,Ot joint dx,,,Skeletal
71694,Arthropathy NOS-hand,Ot joint dx,,,Skeletal
71695,Arthropathy NOS-pelvis,Ot joint dx,,,Skeletal
71696,Arthropathy NOS-l/leg,Ot joint dx,,,Skeletal
71697,Arthropathy NOS-ankle,Ot joint dx,,,Skeletal
71698,Arthropathy NOS-oth site,Ot joint dx,,,Skeletal
71699,Arthropathy NOS-mult,Ot joint dx,,,Skeletal
7170,Old bucket tear med men,Joint injury,,,"Skeletal, Low"
7171,Derang ant med meniscus,Joint injury,,,"Skeletal, Low"
7172,Derang post med meniscus,Joint injury,,,"Skeletal, Low"
7173,Derang med meniscus NEC,Joint injury,,,"Skeletal, Low"
71740,Derang lat meniscus NOS,Joint injury,,,"Skeletal, Low"
71741,Old bucket tear lat men,Joint injury,,,"Skeletal, Low"
71742,Derange ant lat meniscus,Joint injury,,,"Skeletal, Low"
71743,Derang post lat meniscus,Joint injury,,,"Skeletal, Low"
71749,Derang lat meniscus NEC,Joint injury,,,"Skeletal, Low"
7175,Derangement meniscus NEC,Joint injury,,,"Skeletal, Low"
7176,Loose body in knee,Joint injury,,,"Skeletal, Low"
7177,Chondromalacia patellae,Joint injury,,,"Skeletal, Low"
71781,Old disrupt lat collat,Joint injury,,,"Skeletal, Low"
71782,Old disrupt med collat,Joint injury,,,"Skeletal, Low"
71783,Old disrupt ant cruciate,Joint injury,,,"Skeletal, Low"
71784,Old disrupt post cruciat,Joint injury,,,"Skeletal, Low"
71785,Old disrupt knee lig NEC,Joint injury,,,"Skeletal, Low"
71789,Int derangement knee NEC,Joint injury,,,"Skeletal, Low"
7179,Int derangement knee NOS,Joint injury,,,"Skeletal, Low"
71800,Artic cartil dis-unspec,Joint injury,,,"Skeletal, Low"
71801,Artic cartil dis-shlder,Joint injury,,,"Skeletal, Low"
71802,Artic cartil dis-up/arm,Joint injury,,,"Skeletal, Low"
71803,Artic cartil dis-forearm,Joint injury,,,"Skeletal, Low"
71804,Artic cartil dis-hand,Joint injury,,,"Skeletal, Low"
71805,Artic cartil dis-pelvis,Joint injury,,,"Skeletal, Low"
71807,Artic cartil dis-ankle,Joint injury,,,"Skeletal, Low"
71808,Artic cartil dis-jt NEC,Joint injury,,,"Skeletal, Low"
71809,Artic cartil dis-mult jt,Joint injury,,,"Skeletal, Low"
71810,Loose body-unspec,Ot joint dx,,,"Skeletal, Low"
71811,Loose body-shlder,Ot joint dx,,,"Skeletal, Low"
71812,Loose body-up/arm,Ot joint dx,,,"Skeletal, Low"
71813,Loose body-forearm,Ot joint dx,,,"Skeletal, Low"
71814,Loose body-hand,Ot joint dx,,,"Skeletal, Low"
71815,Loose body-pelvis,Ot joint dx,,,"Skeletal, Low"
71817,Loose body-ankle,Ot joint dx,,,"Skeletal, Low"
71818,Loose body-joint NEC,Ot joint dx,,,"Skeletal, Low"
71819,Loose body-mult joints,Ot joint dx,,,"Skeletal, Low"
71820,Pathol dislocat-unspec,Ot joint dx,,,"Skeletal, Low"
71821,Pathol dislocat-shlder,Ot joint dx,,,"Skeletal, Low"
71822,Pathol dislocat-up/arm,Ot joint dx,,,"Skeletal, Low"
71823,Pathol dislocat-forearm,Ot joint dx,,,"Skeletal, Low"
71824,Pathol dislocat-hand,Ot joint dx,,,"Skeletal, Low"
71825,Pathol dislocat-pelvis,Ot joint dx,,,"Skeletal, Low"
71826,Pathol dislocat-l/leg,Ot joint dx,,,"Skeletal, Low"
71827,Pathol dislocat-ankle,Ot joint dx,,,"Skeletal, Low"
71828,Pathol dislocat-jt NEC,Ot joint dx,,,"Skeletal, Low"
71829,Pathol dislocat-mult jts,Ot joint dx,,,"Skeletal, Low"
71830,Recur dislocat-unspec,Joint injury,,,"Skeletal, Low"
71831,Recur dislocat-shlder,Joint injury,,,"Skeletal, Low"
71832,Recur dislocat-up/arm,Joint injury,,,"Skeletal, Low"
71833,Recur dislocat-forearm,Joint injury,,,"Skeletal, Low"
71834,Recur dislocat-hand,Joint injury,,,"Skeletal, Low"
71835,Recur dislocat-pelvis,Joint injury,,,"Skeletal, Low"
71836,Recur dislocat-l/leg,Joint injury,,,"Skeletal, Low"
71837,Recur dislocat-ankle,Joint injury,,,"Skeletal, Low"
71838,Recur dislocat-jt NEC,Joint injury,,,"Skeletal, Low"
71839,Recur dislocat-mult jts,Joint injury,,,"Skeletal, Low"
71840,Jt contracture-unspec,Ot acq defor,,,"Skeletal, Low"
71841,Jt contracture-shlder,Ot acq defor,,,"Skeletal, Low"
71842,Jt contracture-up/arm,Ot acq defor,,,"Skeletal, Low"
71843,Jt contracture-forearm,Ot acq defor,,,"Skeletal, Low"
71844,Jt contracture-hand,Ot acq defor,,,"Skeletal, Low"
71845,Jt contracture-pelvis,Ot acq defor,,,"Skeletal, Low"
71846,Jt contracture-l/leg,Ot acq defor,,,"Skeletal, Low"
71847,Jt contracture-ankle,Ot acq defor,,,"Skeletal, Low"
71848,Jt contracture-jt NEC,Ot acq defor,,,"Skeletal, Low"
71849,Jt contracture-mult jts,Ot acq defor,,,"Skeletal, Low"
71850,Ankylosis-unspec,Ot joint dx,,,"Skeletal, Low"
71851,Ankylosis-shoulder,Ot joint dx,,,"Skeletal, Low"
71852,Ankylosis-upper/arm,Ot joint dx,,,"Skeletal, Low"
71853,Ankylosis-forearm,Ot joint dx,,,"Skeletal, Low"
71854,Ankylosis-hand,Ot joint dx,,,"Skeletal, Low"
71855,Ankylosis-pelvis,Ot joint dx,,,"Skeletal, Low"
71856,Ankylosis-lower/leg,Ot joint dx,,,"Skeletal, Low"
71857,Ankylosis-ankle,Ot joint dx,,,"Skeletal, Low"
71858,Ankylosis-joint NEC,Ot joint dx,,,"Skeletal, Low"
71859,Ankylosis-mult joints,Ot joint dx,,,"Skeletal, Low"
71865,Protrusio acetabuli NOS,Ot joint dx,,,"Skeletal, Low"
71870,Dev dislocat jt site NOS,Ot joint dx,,,"Skeletal, Low"
71871,Dev dislocat joint-shldr,Ot joint dx,,,"Skeletal, Low"
71872,Dev dislocat jt-up/arm,Ot joint dx,,,"Skeletal, Low"
71873,Dev dislocat jt-forearm,Ot joint dx,,,"Skeletal, Low"
71874,Dev dislocat joint-hand,Ot joint dx,,,"Skeletal, Low"
71875,Dev dis jt-pelvic/thigh,Ot joint dx,,,"Skeletal, Low"
71876,Dev disloc jt-lower leg,Ot joint dx,,,"Skeletal, Low"
71877,Dev disloc jt-ankle/foot,Ot joint dx,,,"Skeletal, Low"
71878,Dev disloc jt-site NEC,Ot joint dx,,,"Skeletal, Low"
71879,Dev disloc jt-mult sites,Ot joint dx,,,"Skeletal, Low"
71880,Jt derangmnt NEC-unsp jt,Ot joint dx,,,"Skeletal, Low"
71881,Jt derangment NEC-shlder,Ot joint dx,,,"Skeletal, Low"
71882,Jt derangment NEC-up/arm,Ot joint dx,,,"Skeletal, Low"
71883,Jt derangmnt NEC-forearm,Ot joint dx,,,"Skeletal, Low"
71884,Jt derangement NEC-hand,Ot joint dx,,,"Skeletal, Low"
71885,Jt derangment NEC-pelvis,Ot joint dx,,,"Skeletal, Low"
71886,Jt derangement NEC-l/leg,Ot joint dx,,,"Skeletal, Low"
71887,Jt derangement NEC-ankle,Ot joint dx,,,"Skeletal, Low"
71888,Jt derangment NEC-oth jt,Ot joint dx,,,"Skeletal, Low"
71889,Jt derangement NEC-mult,Ot joint dx,,,"Skeletal, Low"
71890,Jt derangmnt NOS-unsp jt,Ot joint dx,,,"Skeletal, Low"
71891,Jt derangment NOS-shlder,Ot joint dx,,,"Skeletal, Low"
71892,Jt derangment NOS-up/arm,Ot joint dx,,,"Skeletal, Low"
71893,Jt derangmnt NOS-forearm,Ot joint dx,,,"Skeletal, Low"
71894,Jt derangement NOS-hand,Ot joint dx,,,"Skeletal, Low"
71895,Jt derangment NOS-pelvis,Ot joint dx,,,"Skeletal, Low"
71897,Jt derangement NOS-ankle,Ot joint dx,,,"Skeletal, Low"
71898,Jt derangment NOS-oth jt,Ot joint dx,,,"Skeletal, Low"
71899,Jt derangement NOS-mult,Ot joint dx,,,"Skeletal, Low"
71900,Joint effusion-unspec,Ot joint dx,,,Skeletal
71901,Joint effusion-shlder,Ot joint dx,,,Skeletal
71902,Joint effusion-up/arm,Ot joint dx,,,Skeletal
71903,Joint effusion-forearm,Ot joint dx,,,Skeletal
71904,Joint effusion-hand,Ot joint dx,,,Skeletal
71905,Joint effusion-pelvis,Ot joint dx,,,Skeletal
71906,Joint effusion-l/leg,Ot joint dx,,,Skeletal
71907,Joint effusion-ankle,Ot joint dx,,,Skeletal
71908,Joint effusion-jt NEC,Ot joint dx,,,Skeletal
71909,Joint effusion-mult jts,Ot joint dx,,,Skeletal
71910,Hemarthrosis-unspec,Ot joint dx,,,"Skeletal, Medium"
71911,Hemarthrosis-shlder,Ot joint dx,,,"Skeletal, Medium"
71912,Hemarthrosis-up/arm,Ot joint dx,,,"Skeletal, Medium"
71913,Hemarthrosis-forearm,Ot joint dx,,,"Skeletal, Medium"
71914,Hemarthrosis-hand,Ot joint dx,,,"Skeletal, Medium"
71915,Hemarthrosis-pelvis,Ot joint dx,,,"Skeletal, Medium"
71916,Hemarthrosis-l/leg,Ot joint dx,,,"Skeletal, Medium"
71917,Hemarthrosis-ankle,Ot joint dx,,,"Skeletal, Medium"
71918,Hemarthrosis-jt NEC,Ot joint dx,,,"Skeletal, Medium"
71919,Hemarthrosis-mult jts,Ot joint dx,,,"Skeletal, Medium"
71920,Villonod synovit-unspec,Ot joint dx,,,Skeletal
71921,Villonod synovit-shlder,Ot joint dx,,,Skeletal
71922,Villonod synovit-up/arm,Ot joint dx,,,Skeletal
71923,Villonod synovit-forearm,Ot joint dx,,,Skeletal
71924,Villonod synovit-hand,Ot joint dx,,,Skeletal
71925,Villonod synovit-pelvis,Ot joint dx,,,Skeletal
71926,Villonod synovit-l/leg,Ot joint dx,,,Skeletal
71927,Villonod synovit-ankle,Ot joint dx,,,Skeletal
71928,Villonod synovit-jt NEC,Ot joint dx,,,Skeletal
71929,Villonod synovit-mult jt,Ot joint dx,,,Skeletal
71930,Palindrom rheum-unspec,Ot joint dx,,,Skeletal
71931,Palindrom rheum-shlder,Ot joint dx,,,Skeletal
71932,Palindrom rheum-up/arm,Ot joint dx,,,Skeletal
71933,Palindrom rheum-forearm,Ot joint dx,,,Skeletal
71934,Palindrom rheum-hand,Ot joint dx,,,Skeletal
71935,Palindrom rheum-pelvis,Ot joint dx,,,Skeletal
71936,Palindrom rheum-l/leg,Ot joint dx,,,Skeletal
71937,Palindrom rheum-ankle,Ot joint dx,,,Skeletal
71938,Palindrom rheum-jt NEC,Ot joint dx,,,Skeletal
71939,Palindrom rheum-mult jts,Ot joint dx,,,Skeletal
71940,Joint pain-unspec,Ot joint dx,,,Skeletal
71941,Joint pain-shlder,Ot joint dx,,,Skeletal
71942,Joint pain-up/arm,Ot joint dx,,,Skeletal
71943,Joint pain-forearm,Ot joint dx,,,Skeletal
71944,Joint pain-hand,Ot joint dx,,,Skeletal
71945,Joint pain-pelvis,Ot joint dx,,,Skeletal
71946,Joint pain-l/leg,Ot joint dx,,,Skeletal
71947,Joint pain-ankle,Ot joint dx,,,Skeletal
71948,Joint pain-jt NEC,Ot joint dx,,,Skeletal
71949,Joint pain-mult jts,Ot joint dx,,,Skeletal
71950,Jt stiffness NEC-unspec,Ot joint dx,,,Skeletal
71951,Jt stiffness NEC-shlder,Ot joint dx,,,Skeletal
71952,Jt stiffness NEC-up/arm,Ot joint dx,,,Skeletal
71953,Jt stiffnes NEC-forearm,Ot joint dx,,,Skeletal
71954,Jt stiffness NEC-hand,Ot joint dx,,,Skeletal
71955,Jt stiffness NEC-pelvis,Ot joint dx,,,Skeletal
71956,Jt stiffness NEC-l/leg,Ot joint dx,,,Skeletal
71957,Jt stiffness NEC-ankle,Ot joint dx,,,Skeletal
71958,Jt stiffness NEC-oth jt,Ot joint dx,,,Skeletal
71959,Jt stiffness NEC-mult jt,Ot joint dx,,,Skeletal
71960,Joint sympt NEC-unsp jt,Ot joint dx,,,Skeletal
71961,Joint symptom NEC-shlder,Ot joint dx,,,Skeletal
71962,Joint symptom NEC-up/arm,Ot joint dx,,,Skeletal
71963,Joint sympt NEC-forearm,Ot joint dx,,,Skeletal
71964,Joint symptom NEC-hand,Ot joint dx,,,Skeletal
71965,Joint symptom NEC-pelvis,Ot joint dx,,,Skeletal
71966,Joint symptom NEC-l/leg,Ot joint dx,,,Skeletal
71967,Joint symptom NEC-ankle,Ot joint dx,,,Skeletal
71968,Joint symptom NEC-oth jt,Ot joint dx,,,Skeletal
71969,Joint sympt NEC-mult jts,Ot joint dx,,,Skeletal
7197,Difficulty in walking,Ot joint dx,,,Skeletal
71980,Joint dis NEC-unspec,Ot joint dx,,,Skeletal
71981,Joint dis NEC-shlder,Ot joint dx,,,Skeletal
71982,Joint dis NEC-up/arm,Ot joint dx,,,Skeletal
71983,Joint dis NEC-forearm,Ot joint dx,,,Skeletal
71984,Joint dis NEC-hand,Ot joint dx,,,Skeletal
71985,Joint dis NEC-pelvis,Ot joint dx,,,Skeletal
71986,Joint dis NEC-l/leg,Ot joint dx,,,Skeletal
71987,Joint dis NEC-ankle,Ot joint dx,,,Skeletal
71988,Joint dis NEC-oth jt,Ot joint dx,,,Skeletal
71989,Joint dis NEC-mult jts,Ot joint dx,,,Skeletal
71990,Joint dis NOS-unspec jt,Ot joint dx,,,Skeletal
71991,Joint dis NOS-shlder,Ot joint dx,,,Skeletal
71992,Joint dis NOS-up/arm,Ot joint dx,,,Skeletal
71993,Joint dis NOS-forearm,Ot joint dx,,,Skeletal
71994,Joint dis NOS-hand,Ot joint dx,,,Skeletal
71995,Joint dis NOS-pelvis,Ot joint dx,,,Skeletal
71996,Joint dis NOS-l/leg,Ot joint dx,,,Skeletal
71997,Joint dis NOS-ankle,Ot joint dx,,,Skeletal
71998,Joint dis NOS-oth jt,Ot joint dx,,,Skeletal
71999,Joint dis NOS-mult jts,Ot joint dx,,,Skeletal
7200,Ankylosing spondylitis,Rheum arth,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,Arthritis,"Skeletal and Connective, Low"
7201,Spinal enthesopathy,Back problem,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal and Connective, Low"
7202,Sacroiliitis NEC,Back problem,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal and Connective, Low"
72081,Spondylopathy in oth dis,Back problem,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal and Connective, Low"
72089,Inflam spondylopathy NEC,Back problem,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal and Connective, Low"
7209,Inflam spondylopathy NOS,Back problem,HCC38 Rheumatoid Arthritis & Inflammatory Connective Disease Tissue,,"Skeletal and Connective, Low"
7210,Cervical spondylosis,Back problem,,Arthritis,"Skeletal and Connective, Low"
7211,Cerv spondyl w myelopath,Back problem,,Arthritis,"Skeletal and Connective, Low"
7212,Thoracic spondylosis,Back problem,,Arthritis,"Skeletal and Connective, Low"
7213,Lumbosacral spondylosis,Back problem,,Arthritis,"Skeletal and Connective, Low"
72141,Spond compr thor sp cord,Back problem,,,"Skeletal and Connective, Low"
72142,Spond compr lumb sp cord,Back problem,,,"Skeletal and Connective, Low"
7215,Kissing spine,Back problem,,,"Skeletal and Connective, Low"
7216,Ankyl vert hyperostosis,Back problem,,,"Skeletal and Connective, Low"
7217,Traumatic spondylopathy,Back problem,,,"Skeletal and Connective, Low"
7218,Spinal disorders NEC,Back problem,,,"Skeletal and Connective, Low"
72190,Spondylos NOS w/o myelop,Back problem,,Arthritis,"Skeletal and Connective, Low"
72191,Spondylosis NOS w myelop,Back problem,,Arthritis,"Skeletal and Connective, Low"
7220,Cervical disc displacmnt,Back problem,,,"Skeletal and Connective, Low"
72210,Lumbar disc displacement,Back problem,,,"Skeletal and Connective, Low"
72211,Thoracic disc displacmnt,Back problem,,,"Skeletal and Connective, Low"
7222,Disc displacement NOS,Back problem,,,"Skeletal and Connective, Low"
72230,Schmorl's nodes NOS,Back problem,,,"Skeletal, Medium"
72231,Schmorls node-thoracic,Back problem,,,"Skeletal, Medium"
72232,Schmorls node-lumbar,Back problem,,,"Skeletal, Medium"
72239,Schmorls node-region NEC,Back problem,,,"Skeletal, Medium"
7224,Cervical disc degen,Back problem,,,"Skeletal and Connective, Low"
72251,Thoracic disc degen,Back problem,,,"Skeletal, Low"
72252,Lumb/lumbosac disc degen,Back problem,,,"Skeletal, Low"
7226,Disc degeneration NOS,Back problem,,,"Skeletal and Connective, Low"
72270,Disc dis w myelopath NOS,Back problem,,,"Skeletal and Connective, Low"
72271,Cerv disc dis w myelopat,Back problem,,,"Skeletal and Connective, Low"
72272,Thor disc dis w myelopat,Back problem,,,"Skeletal and Connective, Low"
72273,Lumb disc dis w myelopat,Back problem,,,"Skeletal and Connective, Low"
72280,Postlaminectomy synd NOS,Back problem,,,"Skeletal, Medium"
72281,Postlaminect synd-cerv,Back problem,,,"Skeletal, Medium"
72282,Postlaminect synd-thorac,Back problem,,,"Skeletal, Medium"
72283,Postlaminect synd-lumbar,Back problem,,,"Skeletal, Medium"
72290,Disc dis NEC/NOS-unspec,Back problem,,,"Skeletal and Connective, Low"
72291,Disc dis NEC/NOS-cerv,Back problem,,,"Skeletal and Connective, Low"
72292,Disc dis NEC/NOS-thorac,Back problem,,,"Skeletal and Connective, Low"
72293,Disc dis NEC/NOS-lumbar,Back problem,,,"Skeletal and Connective, Low"
7230,Cervical spinal stenosis,Back problem,,,Skeletal
7231,Cervicalgia,Back problem,,,Skeletal
7232,Cervicocranial syndrome,Back problem,,,Skeletal
7233,Cervicobrachial syndrome,Back problem,,,Skeletal
7234,Brachial neuritis NOS,Back problem,,,Skeletal
7235,Torticollis NOS,Back problem,,,Skeletal
7236,Panniculitis of neck,Back problem,,,Skeletal
7237,Ossification cerv lig,Back problem,,,Skeletal
7238,Cervical syndrome NEC,Back problem,,,Skeletal
7239,Neck disorder/sympt NOS,Back problem,,,Skeletal
